id;safra_abertura;cidade;estado;idade;sexo;limite_total;limite_disp;data;valor;grupo_estabelecimento;cidade_estabelecimento;pais_estabelecimento
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5605;2019-12-04;31;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5343;2019-11-09;150,01;FARMACIAS;SANTOS;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2829;2019-05-06;50;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2547;2019-06-01;54,4;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2515;2019-06-01;32,79;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2636;2020-05-05;44,9;ARTIGOS ELETRO;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5471;2019-11-24;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2789;2020-03-21;5;M.O.T.O.;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5943;2020-01-06;10;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5451;2019-12-24;50;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5431;2019-12-24;20;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;1706;2020-04-04;360,45;M.O.T.O.;LNKD.IN/BILL;IE
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2879;2019-05-03;1.784,13;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;6326;2020-02-07;10;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3177;2019-06-26;19,99;VAREJO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2117;2020-04-01;26;SERVI‚O;CURITIBA;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4277;2019-08-20;80,9;VAREJO;CAMPO LIMPO P;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3763;2019-07-19;15,76;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5753;2019-04-13;87,5;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4923;2019-10-24;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3717;2019-07-24;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2602;2019-05-24;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4467;2019-09-29;19,99;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4105;2019-08-31;30,3;LOJA DE DEPART;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4930;2019-10-12;199,96;VESTUARIO;JUNDIAI;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5344;2019-12-30;86,85;VAREJO;VARZEA PAULIS;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5851;2020-02-22;5;M.O.T.O.;Eden Prarie;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5849;2020-02-23;2;M.O.T.O.;Eden Prarie;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5547;2019-12-20;83,27;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2770;2020-04-20;40;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2188;2020-03-25;3;M.O.T.O.;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4283;2019-08-08;8,91;VAREJO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4278;2019-08-08;5,37;VAREJO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4181;2019-08-24;78,99;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5189;2020-03-13;5,68;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4593;2019-09-19;18,9;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5764;2020-03-01;11,95;ARTIGOS ELETRO;CURITIBA;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5501;2019-12-24;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;6226;2020-02-11;50;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5881;2020-02-20;87,5;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3372;2019-06-14;151,2;SERVI‚O;GUARULHOS;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4288;2019-04-25;19,12;VAREJO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;6056;2020-02-18;50;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5968;2020-02-18;87,5;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5203;2020-01-13;100;SERVI‚O;CAMPO LIMPO P;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5856;2020-02-22;25;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2804;2019-05-13;25;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5274;2020-03-07;25;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5162;2019-10-10;150,65;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5130;2019-10-10;32,37;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2505;2019-06-03;9,81;VAREJO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2680;2020-05-03;19,99;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4547;2019-09-24;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4487;2019-09-24;60,27;M.O.T.O.;RIO DE JANEIR;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3736;2019-07-08;23,37;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3689;2019-07-08;46,95;ARTIGOS ELETRO;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3594;2019-07-08;94,89;ARTIGOS ELETRO;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3516;2019-07-08;78,49;MOVEIS E DECOR;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4902;2020-01-27;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5053;2020-01-19;50;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5022;2020-01-19;31,02;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;6301;2020-02-08;25;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;6276;2020-02-10;25;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4353;2019-04-17;1.400,00;HOSP E CLINICA;CAMPO LIMPO P;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4802;2019-10-31;40,7;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2727;2019-05-14;77;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4261;2019-08-12;16,5;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2675;2019-05-16;51,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5471;2019-12-13;15;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5486;2019-12-06;120;VAREJO;CAMPO LIMPO P;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5363;2020-01-06;579,98;M.O.T.O.;RIO DE JANEIR;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5343;2020-01-09;20;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4321;2019-08-03;9,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4292;2019-08-04;28,98;LOJA DE DEPART;RIO DE JANEIR;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5249;2019-11-30;71,97;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5226;2019-12-01;22,49;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5216;2019-12-01;9,99;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5205;2019-12-01;11,19;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;6106;2020-02-14;120;VAREJO;CAMPO LIMPO P;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4202;2019-05-01;85,51;LOJA DE DEPART;FRANCA;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4115;2019-05-01;87,5;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3197;2019-06-24;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2746;2020-04-21;23,39;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5840;2019-04-03;122,23;VAREJO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4989;2020-01-20;33,7;VAREJO;CAMPO LIMPO P;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2988;2020-05-06;59,9;SERVI‚O;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2962;2020-05-06;26;SERVI‚O;CURITIBA;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5786;2020-03-01;16,86;ARTIGOS ELETRO;CURITIBA;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5776;2020-03-01;10,03;ARTIGOS ELETRO;CURITIBA;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2191;2020-03-22;598;SERVI‚O;PORTO ALEGRE;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4702;2019-09-08;28,72;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5195;2020-03-13;79,35;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3703;2019-07-26;14,16;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5630;2019-12-17;8,83;SERVI‚O;CURITIBA;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3243;2019-06-21;128,89;ARTIGOS ELETRO;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4358;2019-08-17;65,99;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4504;2020-03-02;1.260,00;HOSP E CLINICA;CAMPO LIMPO P;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4135;2019-08-24;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5103;2020-01-14;100;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4948;2020-01-27;40,15;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4652;2020-01-28;250;SERVI‚O;CAMPO LIMPO P;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5144;2020-03-17;44,99;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4260;2019-08-23;16,9;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4307;2019-04-24;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2648;2019-05-18;27;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3530;2019-06-13;7,67;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3523;2019-06-13;6,52;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4843;2019-10-26;79,9;VESTUARIO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;6336;2020-02-07;10;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4582;2019-09-13;120;VAREJO;CAMPO LIMPO P;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4785;2019-10-31;16,92;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5303;2020-01-11;39,99;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2067;2020-04-02;50;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5803;2020-02-27;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2700;2020-04-27;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5637;2019-12-03;46,53;SERVI‚O;CURITIBA;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5390;2020-03-04;28,89;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5299;2020-03-04;90,88;M.O.T.O.;OSASCO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;5317;2019-11-29;150,2;VAREJO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4331;2019-08-01;162,7;SEM RAMO;BELO HORIZONT;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;3172;2019-06-30;25;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;2143;2020-03-27;45,9;SERVI‚O;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4741;2019-09-06;20;ARTIGOS ELETRO;SAO PAULO;BR
4,53E+11;201405;CAMPO LIMPO PAULISTA  ;SP ;37;F;4700;4731;2019-09-06;10;ARTIGOS ELETRO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1775;2019-05-17;52,68;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1303;2019-04-14;22,35;SEM RAMO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1957;2019-08-08;888,95;M.O.T.O.;CURITIBA;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1948;2019-08-09;8,43;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1593;2019-12-14;22,35;SEM RAMO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1744;2019-05-19;16,02;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1515;2019-05-19;229,3;VESTUARIO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1951;2019-05-10;89,9;M.O.T.O.;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2165;2020-04-16;22,35;SEM RAMO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2405;2019-07-27;36,19;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2072;2019-04-01;61,89;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2047;2020-01-10;89,9;M.O.T.O.;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2352;2019-08-02;35,2;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2346;2019-08-02;11,96;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1589;2019-06-14;22,35;SEM RAMO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1850;2019-05-14;51,06;SUPERMERCADOS;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1755;2019-11-29;1.799,00;LOJA DE DEPART;FRANCA;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1827;2019-05-14;22,35;ARTIGOS ELETRO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2643;2020-02-14;22,35;SEM RAMO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1901;2019-05-10;50,38;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1280;2019-04-18;14,94;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2687;2019-10-10;89,9;M.O.T.O.;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;3059;2020-03-10;89,9;M.O.T.O.;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1772;2019-08-19;12,96;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1167;2019-09-10;89,9;M.O.T.O.;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1549;2019-06-20;40,6;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2665;2019-10-14;22,35;SEM RAMO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2187;2020-04-10;48,74;FARMACIAS;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2441;2019-07-26;58,17;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2868;2020-02-10;89,9;M.O.T.O.;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1612;2019-06-14;46,86;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2024;2020-01-14;22,35;ARTIGOS ELETRO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1615;2019-12-10;89,9;M.O.T.O.;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1287;2019-04-17;8,03;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1145;2019-09-14;22,35;SEM RAMO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;3319;2019-10-26;168,79;SUPERMERCADOS;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;3536;2019-10-24;50;RESTAURANTE;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;3488;2019-10-25;47,3;RESTAURANTE;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;3155;2020-02-26;34,9;RESTAURANTE;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1969;2019-07-09;50,21;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;3554;2019-11-29;125,8;SERVI‚O;CURITIBA;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1449;2019-04-07;74,1;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1256;2019-04-18;13,53;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1265;2019-04-18;1;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1202;2019-04-18;63,19;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1560;2019-09-06;180,64;ARTIGOS ELETRO;CURITIBA;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1561;2019-04-06;8,88;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1523;2019-04-06;38,81;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;3709;2019-11-14;22,35;SEM RAMO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1924;2019-07-10;89,9;M.O.T.O.;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2230;2019-12-26;140;SERVI‚O;SAOPAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2191;2019-12-26;39,96;LOJA DE DEPART;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;3732;2019-11-10;89,9;M.O.T.O.;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;3079;2019-11-15;629,99;VAREJO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1257;2019-09-08;299,63;VAREJO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2665;2020-02-13;195;VAREJO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1895;2019-06-03;37,1;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1820;2019-06-04;64,63;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;3586;2019-10-24;31,9;SUPERMERCADOS;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2007;2019-07-08;7,65;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;3031;2020-03-14;22,35;ARTIGOS ELETRO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1428;2019-04-09;20,04;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1363;2019-04-09;65,03;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1274;2019-04-10;89,9;M.O.T.O.;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1720;2019-12-04;28,88;MAT CONSTRUCAO;OSASCO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2056;2019-07-04;46;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2153;2019-12-30;37,97;VAREJO;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;2310;2019-08-03;41,05;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1749;2019-06-08;47,64;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1659;2019-06-10;89,9;M.O.T.O.;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1929;2019-06-27;57,23;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1876;2019-07-12;48,22;SERVI‚O;SAO PAULO;BR
4,23E+11;201405;SAO PAULO             ;SP ;47;F;3800;1865;2019-07-13;10,42;SERVI‚O;SAO PAULO;BR
